PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,FAC_NAME,PRVDR_NUM,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,ZIP_CD,Year
1.0,1,HAWAII MEDICAL CENTER EAST,120010,1,20120105.0,96817.0,2016
1.0,1,KAISER FOUNDATION HOSPITAL,120011,0,,96819.0,2016
1.0,1,KAHUKU HOSPITAL,120012,1,20011119.0,96731.0,2016
1.0,1,WILCOX MEMORIAL HOSPITAL,120014,0,,96766.0,2016
1.0,1,LANAI COMMUNITY HOSPITAL,120015,1,20011208.0,96763.0,2016
1.0,1,HALE HO'OLA HAMAKUA,120016,7,20051222.0,96727.0,2016
1.0,1,KAU HOSPITAL,120018,1,20010630.0,96777.0,2016
1.0,1,KONA COMMUNITY HOSPITAL,120019,0,,96750.0,2016
1.0,1,KOHALA HOSPITAL,120021,1,20010630.0,96755.0,2016
1.0,1,STRAUB CLINIC AND HOSPITAL,120022,0,,96813.0,2016
1.0,1,KULA HOSPITAL,120024,7,20051222.0,96790.0,2016
1.0,1,SAMUEL MAHELONA MEMORIAL HOSPITAL,120025,1,20051223.0,96746.0,2016
1.0,1,PALI MOMI MEDICAL CENTER,120026,0,,96701.0,2016
1.0,1,HAWAII MEDICAL CENTER WEST,120027,1,20111229.0,96706.0,2016
1.0,1,NORTH HAWAII COMMUNITY HOSPITAL,120028,0,,96743.0,2016
1.0,1,SELECT SPECIALTY HOSPITAL,120029,7,20050131.0,96813.0,2016
1.0,1,SHOSHONE MEDICAL CENTER,130001,7,20001201.0,83837.0,2016
1.0,1,ST LUKE'S MAGIC VALLEY RMC,130002,0,,83301.0,2016
1.0,1,ST JOSEPH REGIONAL MEDICAL CENTER,130003,0,,83501.0,2016
1.0,1,POCATELLO REGIONAL MEDICAL CENTER,130005,1,20021001.0,83201.0,2016
1.0,1,ST LUKE'S REGIONAL MEDICAL CENTER,130006,0,,83712.0,2016
1.0,1,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,130007,0,,83706.0,2016
1.0,1,ST MARYS HOSPITAL,130008,7,20030201.0,83522.0,2016
1.0,1,CLEARWATER VALLEY HOSPITAL,130009,7,20030201.0,83544.0,2016
1.0,1,GOODING COUNTY MEMORIAL HOSPITAL,130010,7,19990518.0,83330.0,2016
1.0,1,GRITMAN MEDICAL CENTER,130011,7,20041101.0,83843.0,2016
1.0,1,MCCALL MEMORIAL HOSPITAL,130012,7,20001001.0,83638.0,2016
1.0,1,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,0,,83686.0,2016
1.0,1,WEST VALLEY MEDICAL CENTER,130014,0,,83605.0,2016
1.0,1,BOUNDARY COUNTY COMMUNITY HOSPITAL,130015,7,19990408.0,83805.0,2016
1.0,1,SYRINGA GENERAL HOSPITAL,130016,7,20010201.0,83530.0,2016
1.0,1,BEAR LAKE MEMORIAL HOSPITAL,130017,7,20010205.0,83254.0,2016
1.0,1,EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,0,,83404.0,2016
1.0,1,MINIDOKA MEMORIAL HOSPITAL,130019,7,20011001.0,83350.0,2016
1.0,1,LOST RIVERS DISTRICT HOSPITAL,130021,5,20030201.0,83213.0,2016
1.0,1,BINGHAM MEMORIAL HOSPITAL,130022,1,20040101.0,83221.0,2016
1.0,1,BONNER GENERAL HOSPITAL,130024,7,20100930.0,83864.0,2016
1.0,1,MADISON MEMORIAL HOSPITAL,130025,0,,83440.0,2016
1.0,1,CASSIA REGIONAL MEDICAL CENTER,130026,7,20041001.0,83318.0,2016
1.0,1,ELMORE MEMORIAL HOSPITAL,130027,7,20000801.0,83647.0,2016
1.0,1,PORTNEUF MEDICAL CENTER,130028,0,,83201.0,2016
1.0,1,ST BENEDICTS FAMILY MEDICAL CENTER,130029,7,20000701.0,83338.0,2016
1.0,1,HARMS MEMORIAL HOSPITAL,130030,7,19990716.0,83211.0,2016
1.0,1,CARIBOU MEMORIAL HOSPITAL,130031,7,20000701.0,83276.0,2016
1.0,1,ASHTON MEMORIAL HOSPITAL,130032,1,19870923.0,83420.0,2016
1.0,1,WALTER KNOX MEMORIAL HOSPITAL,130034,7,20011001.0,83617.0,2016
1.0,1,MEMORIAL HOSPITAL,130035,7,20000501.0,83672.0,2016
1.0,1,TWIN FALLS CLINIC & HOSPITAL,130036,1,20011231.0,83301.0,2016
1.0,1,BENEWAH COMMUNITY HOSPITAL,130037,7,20010701.0,83861.0,2016
1.0,1,MARSH VALLEY HOSPITAL,130038,4,19880801.0,83234.0,2016
1.0,1,MORITZ COMMUNITY HOSPITAL,130039,7,19920131.0,83353.0,2016
1.0,1,BLAINE COUNTY MEDICAL CENTER,130040,7,19920131.0,83333.0,2016
1.0,1,FREMONT GENERAL HOSPITAL,130041,1,19870213.0,83445.0,2016
1.0,1,STEELE MEMORIAL HOSPITAL,130043,7,19991214.0,83467.0,2016
1.0,1,TETON VALLEY HOSPITAL & SURGICENTER,130044,7,20001001.0,83422.0,2016
1.0,1,FRANKLIN COUNTY MEDICAL CENTER,130045,1,20030801.0,83263.0,2016
1.0,1,ONEIDA COUNTY HOSPITAL,130048,7,19990701.0,83252.0,2016
1.0,1,KOOTENAI HEALTH,130049,0,,83814.0,2016
1.0,1,IDAHO STATE HOSPITAL,130050,1,19950701.0,83687.0,2016
1.0,1,HENRY L DAY MEDICAL CENTER,130051,1,19911231.0,83867.0,2016
1.0,1,COMMUNITY HOSPITAL,130053,4,19850419.0,83612.0,2016
1.0,1,CASCADE MEDICAL CENTER,130054,7,20000601.0,83611.0,2016
1.0,1,COUNCIL COMMUNITY HOSPITAL,130056,7,20000224.0,83612.0,2016
1.0,1,FREMONT GENERAL HOSPITAL,130057,1,19870213.0,83445.0,2016
1.0,1,WALKER CENTER,130058,1,19961120.0,83330.0,2016
1.0,1,ASHTON MEMORIAL HOSPITAL,130059,1,19880718.0,83420.0,2016
1.0,1,WOOD RIVER MEDICAL CENTER,130060,1,20001119.0,83353.0,2016
1.0,1,SILVER VALLEY MEDICAL CENTER,130061,1,19980930.0,83867.0,2016
1.0,1,IDAHO FALLS RECOVERY CENTER,130062,1,20110131.0,83404.0,2016
1.0,1,TREASURE VALLEY HOSPITAL,130063,0,,83704.0,2016
1.0,1,ST LUKE'S MEDICAL CENTER - WOOD RIVER,130064,1,20030816.0,83340.0,2016
1.0,1,MOUNTAIN VIEW HOSPITAL,130065,0,,83404.0,2016
1.0,1,NORTHWEST SPECIALTY HOSPITAL,130066,0,,83854.0,2016
1.0,1,IDAHO DOCTORS HOSPITAL,130067,0,,83221.0,2016
1.0,1,NORTHERN IDAHO ADVANCED CARE HOSPITAL,130068,4,20061001.0,83854.0,2016
1.0,1,SOUTHWEST IDAHO ADVANCED CARE HOSPITAL,130069,1,20081231.0,83709.0,2016
1.0,1,COMPLEX CARE HOSPITAL OF IDAHO,130070,4,20090131.0,83642.0,2016
1.0,1,GRAHAM HOSPITAL ASSOCIATION,140001,0,,61520.0,2016
1.0,1,ALTON MEMORIAL HOSPITAL,140002,0,,62002.0,2016
1.0,1,SARAH D CULBERTSON MEMORIAL HOSPITAL,140003,7,20050501.0,62681.0,2016
1.0,1,ABRAHAM LINCOLN MEMORIAL HOSPITAL,140004,7,20030131.0,62656.0,2016
1.0,1,HARDIN COUNTY GENERAL HOSPITAL,140005,7,20030709.0,62982.0,2016
1.0,1,PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,0,,60435.0,2016
1.0,1,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,0,,60160.0,2016
1.0,1,BEARDSTOWN HOSPITAL,140009,1,19861220.0,62618.0,2016
1.0,1,EVANSTON HOSPITAL,140010,0,,60201.0,2016
1.0,1,HERRIN HOSPITAL,140011,0,,62948.0,2016
1.0,1,KATHERINE SHAW BETHEA HOSPITAL,140012,0,,61021.0,2016
1.0,1,PROCTOR HOSPITAL,140013,0,,61614.0,2016
1.0,1,EUREKA COMMUNITY HOSPITAL,140014,7,20010101.0,61530.0,2016
1.0,1,BLESSING HOSPITAL,140015,0,,62301.0,2016
1.0,1,CLAY COUNTY HOSPITAL,140016,1,20051221.0,62839.0,2016
1.0,1,LUTHERAN GEN HOSPITAL-LINCOLN PARK,140017,1,19891208.0,60614.0,2016
1.0,1,MT SINAI HOSPITAL MEDICAL CENTER,140018,0,,60608.0,2016
1.0,1,SHELBY MEMORIAL HOSPITAL,140019,0,,62565.0,2016
1.0,1,ST JOSEPHS HOSPITAL,140023,1,19890928.0,62002.0,2016
1.0,1,LAWRENCE COUNTY MEMORIAL HOSPITAL,140024,7,20050401.0,62439.0,2016
1.0,1,MENDOTA COMMUNITY HOSPITAL,140025,7,20010115.0,61342.0,2016
1.0,1,ST MARYS HOSPITAL,140026,1,20160104.0,61364.0,2016
1.0,1,PERRY MEMORIAL HOSPITAL,140027,7,20040715.0,61356.0,2016
1.0,1,COPLEY MEMORIAL HOSPITAL,140029,0,,60504.0,2016
1.0,1,SHERMAN HOSPITAL,140030,0,,60123.0,2016
1.0,1,PARIS COMMUNITY HOSPITAL,140031,7,20020630.0,61944.0,2016
1.0,1,ST ANTHONYS MEMORIAL HOSPITAL,140032,0,,62401.0,2016
1.0,1,VISTA MEDICAL CENTER WEST,140033,0,,60085.0,2016
1.0,1,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,0,,62801.0,2016
1.0,1,FRANKLIN HOSPITAL,140035,7,20020801.0,62812.0,2016
1.0,1,KEWANEE HOSPITAL,140036,7,20030201.0,61443.0,2016
1.0,1,MARSHALL BROWNING HOSPITAL,140037,7,20040101.0,62832.0,2016
1.0,1,ROCHELLE COMMUNITY HOSPITAL,140038,7,20010601.0,61068.0,2016
1.0,1,FAIRBURY HOSPITAL,140039,1,19941220.0,61739.0,2016
1.0,1,GALESBURG COTTAGE HOSPITAL,140040,0,,61401.0,2016
1.0,1,HAMMOND-HENRY HOSPITAL,140041,7,20020604.0,61254.0,2016
1.0,1,MASSAC MEMORIAL HOSPITAL,140042,7,20030201.0,62960.0,2016
1.0,1,CGH MEDICAL CENTER,140043,0,,61081.0,2016
1.0,1,FAYETTE COUNTY HOSPITAL,140045,7,20050401.0,62471.0,2016
1.0,1,GOOD SAMARITAN REGIONAL HLTH CENTER,140046,0,,62864.0,2016
1.0,1,COMMUNITY MEDICAL CTR WESTERN ILL INC,140047,7,20020501.0,61462.0,2016
1.0,1,ADVOCATE TRINITY HOSPITAL,140048,0,,60617.0,2016
1.0,1,WEST SUBURBAN MEDICAL CENTER,140049,0,,60302.0,2016
1.0,1,SKOKIE HOSPITAL,140051,1,20131001.0,60076.0,2016
1.0,1,OSF SAINT ANTHONY'S HEALTH CENTER,140052,0,,62002.0,2016
1.0,1,ST JOHNS HOSPITAL,140053,0,,62769.0,2016
1.0,1,MACNEAL  HOSPITAL,140054,0,,60402.0,2016
1.0,1,PINCKNEYVILLE COMMUNITY HOSPITAL,140055,7,20001010.0,62274.0,2016
1.0,1,PASSAVANT AREA HOSPITAL,140058,0,,62650.0,2016
1.0,1,JERSEY COMMUNITY HOSPITAL,140059,0,,62052.0,2016
1.0,1,RED BUD REGIONAL HOSPITAL,140061,1,20050701.0,62278.0,2016
1.0,1,PALOS COMMUNITY HOSPITAL,140062,0,,60463.0,2016
1.0,1,RUSH OAK PARK HOSPITAL,140063,0,,60304.0,2016
1.0,1,ST MARY MEDICAL CENTER,140064,0,,61401.0,2016
1.0,1,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,0,,60525.0,2016
1.0,1,KENNETH HALL REGIONAL HOSPITAL,140066,1,20090701.0,62201.0,2016
1.0,1,SAINT FRANCIS MEDICAL CENTER,140067,0,,61637.0,2016
1.0,1,ROSELAND COMMUNITY HOSPITAL,140068,0,,60628.0,2016
1.0,1,WASHINGTON COUNTY HOSPITAL,140069,7,20001201.0,62263.0,2016
1.0,1,WOOD RIVER TOWNSHIP HOSPITAL,140070,1,20000721.0,62095.0,2016
1.0,1,MARTHA WASHINGTON HOSPITAL,140072,1,19910823.0,60618.0,2016
1.0,1,GALENA-STAUSS HOSPITAL,140074,7,20000201.0,61036.0,2016
1.0,1,MICHAEL REESE HOSPITAL & MED CENTER,140075,5,20090612.0,60616.0,2016
1.0,1,TOUCHETTE REGIONAL HOSPITAL INC,140077,0,,62207.0,2016
1.0,1,ST JAMES HOSPITAL & HEALTH CENTERS,140079,1,20010701.0,60411.0,2016
1.0,1,PRESENCE SAINT FRANCIS HOSPITAL,140080,0,,60202.0,2016
1.0,1,MEMORIAL HOSPITAL,140081,7,20000808.0,62321.0,2016
1.0,1,LOUIS A WEISS MEMORIAL HOSPITAL,140082,0,,60640.0,2016
1.0,1,LORETTO HOSPITAL,140083,0,,60644.0,2016
1.0,1,VISTA MEDICAL CENTER EAST,140084,0,,60085.0,2016
1.0,1,CENTRAL COMMUNITY HOSPITAL,140085,1,19900314.0,60636.0,2016
1.0,1,COMMUNITY MEMORIAL HOSPITAL,140086,7,20000810.0,62088.0,2016
1.0,1,EDGEWATER MEDICAL CENTER,140087,1,20011206.0,60660.0,2016
1.0,1,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,0,,60637.0,2016
1.0,1,MC DONOUGH DISTRICT HOSPITAL,140089,0,,61455.0,2016
1.0,1,COLUMBUS HOSPITAL,140090,1,20000701.0,60614.0,2016
1.0,1,THE CARLE FOUNDATION HOSPITAL,140091,0,,61801.0,2016
1.0,1,PRESENCE UNITED SAMARITANS MEDICAL CENTER,140093,0,,61832.0,2016
1.0,1,ST MARY & ELIZABETH MED CTR-CLAREMONT CAMPUS,140094,1,20080701.0,60622.0,2016
1.0,1,SAINT ANTHONY HOSPITAL,140095,0,,60623.0,2016
1.0,1,HOOPESTON COMM MEMORIAL HOSPITAL,140097,7,20011101.0,60942.0,2016
1.0,1,THC - CHICAGO,140098,7,19940701.0,60641.0,2016
1.0,1,MT SINAI HOSPITAL - NORTH,140099,1,19890514.0,60645.0,2016
1.0,1,MIDWESTERN REGION MED CENTER,140100,0,,60099.0,2016
1.0,1,MORRIS HOSPITAL & HEALTHCARE CENTERS,140101,0,,60450.0,2016
1.0,1,ST VINCENT MEMORIAL HOSPITAL,140102,7,20040901.0,62568.0,2016
1.0,1,ST BERNARD HOSPITAL,140103,0,,60621.0,2016
1.0,1,MENNONITE HOSPITAL,140104,1,19890701.0,61701.0,2016
1.0,1,HOLY FAMILY MEDICAL CENTER,140105,1,20060301.0,60016.0,2016
1.0,1,CORNERSTONE HEALTHCARE OF ILLINOIS INC,140107,7,20010701.0,62821.0,2016
1.0,1,HIGHLAND PARK HOSPITAL,140108,1,20000101.0,60035.0,2016
1.0,1,SPARTA COMMUNITY HOSPITAL DISTRICT,140109,1,20051101.0,62286.0,2016
1.0,1,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,140110,0,,61350.0,2016
1.0,1,WALTHER MEMORIAL HOSPITAL,140111,1,19870327.0,60651.0,2016
1.0,1,MASON DISTRICT HOSPITAL,140112,7,20010701.0,62644.0,2016
1.0,1,PRESENCE COVENANT MEDICAL CENTER,140113,0,,61801.0,2016
1.0,1,SWEDISH COVENANT HOSPITAL,140114,0,,60625.0,2016
1.0,1,THOREK MEMORIAL HOSPITAL,140115,0,,60613.0,2016
1.0,1,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,140116,0,,60050.0,2016
1.0,1,PRESENCE RESURRECTION MEDICAL CENTER,140117,0,,60631.0,2016
1.0,1,METROSOUTH MEDICAL CENTER,140118,0,,60406.0,2016
1.0,1,RUSH UNIVERSITY MEDICAL CENTER,140119,0,,60612.0,2016
1.0,1,PEKIN MEMORIAL HOSPITAL,140120,0,,61554.0,2016
1.0,1,HOPEDALE HOSPITAL,140121,7,20031001.0,61747.0,2016
1.0,1,ADVENTIST HINSDALE HOSPITAL,140122,0,,60521.0,2016
1.0,1,TRINITY MEDICAL CENTER-EAST,140123,1,19930101.0,61265.0,2016
1.0,1,JOHN H STROGER JR HOSPITAL,140124,0,,60612.0,2016
1.0,1,GATEWAY REGIONAL MEDICAL CENTER,140125,0,,62040.0,2016
1.0,1,COVENANT MEDICAL CTR-CHAMPAIGN CAMPUS,140126,1,19910101.0,61820.0,2016
1.0,1,ADVOCATE BROMENN MEDICAL CENTER,140127,0,,61761.0,2016
1.0,1,SAINT JOSEPH HOSPITAL,140128,1,19991001.0,61008.0,2016
1.0,1,WABASH GENERAL HOSPITAL DISTRICT,140129,7,20030601.0,62863.0,2016
1.0,1,NORTHWESTERN LAKE FOREST HOSPITAL,140130,0,,60045.0,2016
1.0,1,HENROTIN HOSPITAL,140131,1,19861101.0,60610.0,2016
1.0,1,ILLINOIS MASONIC MEDICAL CENTER,140132,1,20001104.0,60657.0,2016
1.0,1,HOLY CROSS HOSPITAL,140133,0,,60629.0,2016
1.0,1,FRANK CUNEO MEMORIAL HOSPITAL,140134,1,19880701.0,60613.0,2016
1.0,1,DECATUR MEMORIAL HOSPITAL,140135,0,,62526.0,2016
1.0,1,"HOSPITAL OF ENGLEWOOD,THE",140136,1,19880213.0,60621.0,2016
1.0,1,GREENVILLE REGIONAL HOSPITAL,140137,0,,62246.0,2016
1.0,1,FAIRFIELD MEMORIAL HOSPITAL,140138,7,20010401.0,62837.0,2016
1.0,1,ILLINI COMMUNITY HOSPITAL,140139,7,20010901.0,62363.0,2016
1.0,1,ST JOSEPH MEMORIAL HOSPITAL,140140,7,20040501.0,62966.0,2016
1.0,1,CARLINVILLE AREA HOSPITAL,140141,1,20050701.0,62626.0,2016
1.0,1,SYCAMORE MUNICIPAL HOSPITAL,140142,7,19880101.0,60178.0,2016
1.0,1,ST MARGARETS HOSPITAL,140143,0,,61362.0,2016
1.0,1,HARVARD COMMUNITY MEMORIAL HOSPITAL,140144,7,20040701.0,60033.0,2016
1.0,1,ST JOSEPHS HOSPITAL,140145,0,,62230.0,2016
1.0,1,DR JOHN WARNER HOSPITAL,140146,7,20000301.0,61727.0,2016
1.0,1,RICHLAND MEMORIAL HOSPITAL,140147,0,,62450.0,2016
1.0,1,MEMORIAL MEDICAL CENTER,140148,0,,62781.0,2016
1.0,1,UNIVERSITY OF ILLINOIS HOSPITAL,140150,0,,60612.0,2016
1.0,1,SACRED HEART HOSPITAL,140151,5,20130720.0,60624.0,2016
1.0,1,ADVOCATE BETHANY HOSPITAL,140152,1,20060901.0,60624.0,2016
1.0,1,CHICAGO CENTER HOSPITAL,140153,1,19860206.0,60614.0,2016
1.0,1,DELNOR COMMUNITY HOSPITAL-ST CHARLES,140154,1,19910831.0,60174.0,2016
1.0,1,PRESENCE ST MARYS HOSPITAL,140155,0,,60901.0,2016
1.0,1,ST ANNS HOSPITAL OF CHICAGO INC,140156,1,19890410.0,60651.0,2016
1.0,1,PAXTON COMMUNITY HOSPITAL,140157,4,19870904.0,60957.0,2016
1.0,1,MERCY HOSPITAL AND MEDICAL CENTER,140158,0,,60616.0,2016
1.0,1,ST MARY HOSPITAL INC,140159,1,19930101.0,62301.0,2016
1.0,1,FHN MEMORIAL HOSPITAL,140160,0,,61032.0,2016
1.0,1,SAINT JAMES HOSPITAL,140161,0,,61764.0,2016
1.0,1,ST JOSEPH MEDICAL CENTER,140162,0,,61701.0,2016
1.0,1,SOUTHERN MEDICAL CENTER,140163,5,19850331.0,62914.0,2016
1.0,1,MEMORIAL HOSPITAL OF CARBONDALE,140164,0,,62902.0,2016
1.0,1,SALEM TOWNSHIP HOSPITAL,140165,7,20050501.0,62881.0,2016
1.0,1,ST MARYS HOSPITAL,140166,0,,62521.0,2016
1.0,1,IROQUOIS MEMORIAL HOSPITAL,140167,0,,60970.0,2016
1.0,1,ST JOSEPHS HOSPITAL,140168,1,20040601.0,62249.0,2016
1.0,1,UNION COUNTY HOSPITAL,140170,7,20050101.0,62906.0,2016
1.0,1,HAMILTON MEMORIAL HOSPITAL,140171,7,20030501.0,62859.0,2016
1.0,1,FRANCISCAN ST JAMES HEALTH,140172,0,,60461.0,2016
1.0,1,MORRISON COMMUNITY HOSPITAL,140173,7,20030801.0,61270.0,2016
1.0,1,PRESENCE MERCY MEDICAL CENTER,140174,0,,60506.0,2016
1.0,1,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,140176,0,,60098.0,2016
1.0,1,JACKSON PARK HOSPITAL,140177,0,,60649.0,2016
1.0,1,WOODLAWN HOSPITAL,140178,1,19860605.0,60637.0,2016
1.0,1,LITTLE COMPANY OF MARY HOSPITAL,140179,0,,60805.0,2016
1.0,1,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,140180,0,,60622.0,2016
1.0,1,SOUTH SHORE HOSPITAL,140181,0,,60617.0,2016
1.0,1,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,0,,60657.0,2016
1.0,1,HEARTLAND REGIONAL MEDICAL CENTER,140184,0,,62959.0,2016
1.0,1,MEMORIAL HOSPITAL,140185,0,,62226.0,2016
1.0,1,RIVERSIDE MEDICAL CENTER,140186,0,,60901.0,2016
1.0,1,ST ELIZABETH HOSPITAL,140187,0,,62220.0,2016
1.0,1,THOMAS H BOYD MEMORIAL HOSPITAL,140188,7,19990712.0,62016.0,2016
1.0,1,SARAH BUSH LINCOLN HEALTH CENTER,140189,0,,61938.0,2016
1.0,1,CRAWFORD MEMORIAL HOSPITAL,140190,7,20050501.0,62454.0,2016
1.0,1,INGALLS MEMORIAL HOSPITAL,140191,0,,60426.0,2016
1.0,1,LINCOLN WEST HOSPITAL,140192,1,19950505.0,60618.0,2016
1.0,1,HILLSBORO AREA HOSPITAL,140193,7,20040401.0,62049.0,2016
1.0,1,METHODIST HOSPITAL OF CHICAGO,140197,0,,60640.0,2016
1.0,1,ST FRANCIS HOSPITAL,140199,1,20051201.0,62056.0,2016
1.0,1,ELMHURST MEMORIAL HOSPITAL,140200,0,,60126.0,2016
1.0,1,ADVOCATE CONDELL MEDICAL CENTER,140202,0,,60048.0,2016
1.0,1,VALLEY WEST COMMUNITY HOSPITAL,140203,7,20040802.0,60548.0,2016
1.0,1,MOLINE PUBLIC HOSPITAL,140204,1,19890101.0,61265.0,2016
1.0,1,SWEDISH AMERICAN MED CTR BELVIDERE,140205,1,20071001.0,61008.0,2016
1.0,1,NORWEGIAN-AMERICAN HOSPITAL,140206,0,,60622.0,2016
1.0,1,LINCOLN PARK HOSPITAL,140207,1,20081016.0,60614.0,2016
1.0,1,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,0,,60453.0,2016
1.0,1,METHODIST MEDICAL CENTER OF ILLINOIS,140209,0,,61636.0,2016
1.0,1,HARRISBURG MEDICAL CENTER,140210,0,,62946.0,2016
1.0,1,DELNOR COMMUNITY HOSPITAL,140211,0,,60134.0,2016
1.0,1,ST CABRINI HOSPITAL,140212,1,19960119.0,60607.0,2016
1.0,1,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,0,,60451.0,2016
1.0,1,U M W OF A UNION HOSPITAL,140215,2,20010824.0,62896.0,2016
1.0,1,SAUNDERS HOSPITAL,140216,1,19870930.0,61415.0,2016
1.0,1,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,0,,60123.0,2016
1.0,1,MERCER COUNTY HOSPITAL,140218,7,20000501.0,61231.0,2016
1.0,1,UNITED SAMARITANS MED CENTER-LOGAN,140219,1,19880901.0,61832.0,2016
1.0,1,GIBSON COMMUNITY HOSPITAL,140220,7,20020103.0,60936.0,2016
1.0,1,ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,0,,60068.0,2016
1.0,1,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,0,,60657.0,2016
1.0,1,LAKESIDE COMMUNITY HOSPITAL,140226,5,19910410.0,60616.0,2016
1.0,1,SWEDISH AMERICAN HOSPITAL,140228,0,,61104.0,2016
1.0,1,SAVANNA CITY HOSPITAL,140229,1,19930921.0,61074.0,2016
1.0,1,JOHN AND MARY KIRBY HOSPITAL,140230,7,19990808.0,61856.0,2016
1.0,1,EDWARD HOSPITAL,140231,0,,60540.0,2016
1.0,1,DOUGLAS COUNTY-JARMAN MEM HOSPITAL,140232,1,19900601.0,61953.0,2016
1.0,1,SAINT ANTHONY MEDICAL CENTER,140233,0,,61108.0,2016
1.0,1,ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,0,,61354.0,2016
1.0,1,WHITE HALL HOSPITAL,140235,4,19880831.0,62092.0,2016
1.0,1,CENTRAL COMMUNITY HOSPITAL,140236,1,19971121.0,60927.0,2016
1.0,1,ROCKFORD MEMORIAL HOSPITAL,140239,0,,61103.0,2016
1.0,1,WESTLAKE COMMUNITY HOSPITAL,140240,0,,60160.0,2016
1.0,1,LA HARPE HOSPITAL ASSOCIATION,140241,1,19900307.0,61450.0,2016
1.0,1,CENTRAL DUPAGE HOSPITAL,140242,0,,60190.0,2016
1.0,1,CARLE PAVILION INC,140243,4,19890720.0,61820.0,2016
1.0,1,MEMORIAL HOSPITAL,140245,7,20040901.0,62233.0,2016
1.0,1,FERRELL HOSPITAL INC,140246,7,20030201.0,62930.0,2016
1.0,1,PEARCE HOSPITAL FOUNDATION INC,140247,1,19890318.0,62930.0,2016
1.0,1,PROVIDENT HOSPITAL TRAINING SCHOOL,140248,5,19880101.0,60615.0,2016
1.0,1,ELGIN STATE HOSP-MED & SURG DIV,140249,4,19880601.0,60120.0,2016
1.0,1,ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,0,,60429.0,2016
1.0,1,COMMUNITY FIRST MEDICAL CENTER,140251,0,,60634.0,2016
1.0,1,NORTHWEST COMMUNITY HOSPITAL 1,140252,0,,60005.0,2016
1.0,1,DOCTORS HOSP HYDE PK,140253,1,20000418.0,60637.0,2016
1.0,1,ALEXIAN BROTHERS MEDICAL CENTER 1,140258,0,,60007.0,2016
1.0,1,MARY THOMPSON HOSPITAL,140261,1,19880429.0,60607.0,2016
1.0,1,CHICAGO-READ MENTAL HEALTH CENTER,140270,1,19850313.0,60634.0,2016
1.0,1,PANA COMMUNITY HOSPITAL,140271,7,20041101.0,62557.0,2016
1.0,1,ILLINOIS VETERANS HOME,140273,1,19920320.0,62301.0,2016
1.0,1,GENESIS HEALTH SYSTEM,140275,0,,61282.0,2016
1.0,1,LOYOLA UNIVERSITY MEDICAL CENTER,140276,0,,60153.0,2016
1.0,1,TRINITY ROCK ISLAND,140280,0,,61201.0,2016
1.0,1,NORTHWESTERN MEMORIAL HOSPITAL,140281,0,,60611.0,2016
1.0,1,CHILDRENS MEMORIAL HOSPITAL,140283,7,19850215.0,60614.0,2016
1.0,1,DOCTORS HOSPITAL,140285,1,20030831.0,62794.0,2016
1.0,1,KISHWAUKEE COMMUNITY HOSPITAL,140286,0,,60115.0,2016
1.0,1,ADVOCATE GOOD SAMARITAN HOSPITAL,140288,0,,60515.0,2016
1.0,1,ANDERSON HOSPITAL,140289,0,,62062.0,2016
1.0,1,ST ALEXIUS MEDICAL CENTER,140290,0,,60194.0,2016
1.0,1,ADVOCATE GOOD SHEPHERD HOSPITAL,140291,0,,60010.0,2016
1.0,1,ADVENTIST GLENOAKS,140292,0,,60139.0,2016
1.0,1,GATEWAY COMMUNITY HOSPITAL,140293,1,19891221.0,62201.0,2016
1.0,1,CROSSROADS COMMUNITY HOSPITAL,140294,0,,62864.0,2016
1.0,1,LEYDEN COMMUNITY HOSPITAL,140295,7,19920201.0,60164.0,2016
1.0,1,MANTENO MENTAL HEALTH CENTER,140296,4,19851101.0,60950.0,2016
1.0,1,RM HEALTH PROVIDERS LIMITED PARTNERSHP,140297,7,19970601.0,60521.0,2016
1.0,1,OAK FOREST HOSPITAL,140298,7,19881205.0,60452.0,2016
1.0,1,PARKSIDE LUTHERAN HOSPITAL,140299,1,19921101.0,60068.0,2016
